Unnamed: 0,Exp Count,Kill,Cluster,Label
583,0.170305684,3.72052418,0,Unknown
584,0.100334274,4.103671793,0,Unknown
585,0.175732166,3.853555357,0,Unknown
586,0.088607573,3.658226922,0,Unknown
587,0.133603179,3.777326253,0,Unknown
588,0.167999906,4.019997749,0,Unknown
589,0.132158602,3.740088435,0,Unknown
590,0.143426203,4.075694613,0,Unknown
591,0.162162037,3.706560844,0,Unknown
592,0.188284464,3.790793869,0,Unknown
593,0.188118439,4.069298873,0,Unknown
594,0.11764718,3.57353309,0,Unknown
595,0.187500042,3.683036536,0,Unknown
596,0.132530041,4.012045776,0,Unknown
597,0.250995856,3.956172777,0,Unknown
598,0.122222086,3.933328963,0,Unknown
599,0.085365812,3.792681077,0,Unknown
600,0.181395442,3.879071752,0,Unknown
601,0.094170433,3.874440678,0,Unknown
602,0.142241367,3.68534451,0,Unknown
603,0.100418381,3.702927786,0,Unknown
604,0.282786758,3.909834303,0,Unknown
605,0.172566402,3.623894447,0,Unknown
606,0.13235263,3.749991176,0,Unknown
607,0.102564089,3.833332842,0,Unknown
608,0.148648689,3.770271289,0,Unknown
609,0.161435028,3.672646893,0,Unknown
610,0.150684993,3.602741207,0,Unknown
611,0.172839442,3.950615821,0,Unknown
612,0.157894667,3.898783689,0,Unknown
613,0.141025623,3.782050797,0,Unknown
614,0.181395442,4.074420689,0,Unknown
615,0.126050394,3.79411685,0,Unknown
616,0.141630895,3.721029883,0,Unknown
617,0.158536508,3.865851773,0,Unknown
618,0.141509527,3.650945807,0,Unknown
619,0.158590322,3.938326338,0,Unknown
620,0.099999975,3.712499072,0,Unknown
621,0.146579566,3.928332364,0,Unknown
622,0.303501721,4.167312094,0,Unknown
623,0.272727025,3.95454186,0,Unknown
624,0.124999969,3.962499009,0,Unknown
625,0.252100787,3.756301732,0,Unknown
626,0.161764872,3.441180013,0,Unknown
627,0.195652191,3.769565545,0,Unknown
628,0.127118623,3.966101023,0,Unknown
629,0.178571322,3.797616787,0,Unknown
630,0.214285489,4.206762489,0,Unknown
631,0.257143041,3.814288439,0,Unknown
632,0.151260472,3.894957165,0,Unknown
633,0.177215145,3.784809168,0,Unknown
634,0.102127651,3.919148603,0,Unknown
635,0.253164493,4.050631886,0,Unknown
636,0.164179301,3.611944611,0,Unknown
637,0.13452919,3.565023541,0,Unknown
638,0.219178172,3.917809829,0,Unknown
639,0.13636368,3.613637513,0,Unknown
640,0.110091799,3.70183673,0,Unknown
641,0.139240471,3.89873319,0,Unknown
642,0.086776834,3.731403879,0,Unknown
643,0.132158602,3.621145693,0,Unknown
644,0.159090764,3.886360103,0,Unknown
645,0.208955473,3.447765311,0,Unknown
